サウナ名,イキタイ,サ活,target,男サウナ,男水風呂,女サウナ,女水風呂,男ロウリュ,男オート,男セルフ,男外気浴,男休憩,男イオン,女ロウリュ,女オート,女セルフ,女外気浴,女休憩,女イオン
桜湯,1,0,対象：男女,85,18,80,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
国母温泉,0,1,対象：男女,-,-,80,27,ng,ng,ng,ng,ng,-,ng,ng,ng,ok,ng,-
源湯,1,2,対象：男女,45,20,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
浅草セントラルホテル,3,9,対象：男女,96,18,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
笑がおの湯 松戸矢切店,18,32,対象：男女,90,18,-,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
成弘湯,4,8,対象：男女,90,24,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
太子温泉,0,4,男性専用,86,15,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
橋場温泉新はしばの湯,1,1,対象：男女,92,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
サウナあど川,11,7,男性専用,96,13,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
敦賀マンテンホテル駅前,0,0,対象：男女,89,16,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
風呂楽,0,3,対象：男女,90,20,90,20,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ok,ng
川西町浴浴センターまどか,1,2,対象：男女,84,27,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
RAKU SPA GARDEN 名古屋,22,73,対象：男女,90,16,90,15,ok,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
ネオオリエンタルリゾート八ヶ岳高原,5,9,対象：男女,92,18,92,20,ng,ng,ng,ok,ok,-,ng,ng,ng,ok,ok,-
厚木カプセルホテル,4,14,男性専用,104,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
ドーミーイン・global cabin 浜松,3,14,対象：男女,95,20,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
セントラルフィットネスクラブ千葉,0,0,対象：男女,96,26,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
伊豆高原温泉ホテル 森の泉,1,0,対象：男女,82,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
鶴亀湯,14,16,対象：男女,90,16,72,18.5,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
やなぎ湯,23,60,対象：男女,88,25,90,17,ng,ok,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
星音の湯,10,17,対象：男女,96,18,90,21,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
東道後温泉 久米之癒,9,26,対象：男女,92,-,90,19,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
旭湯,0,1,対象：男女,96,-,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
はさみ温泉 湯治楼,3,12,対象：男女,?,?,82,15,-,-,-,-,-,ng,ng,ng,ok,ok,-,-
大黒湯,6,37,対象：男女,45,22,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
天然温泉 湯舞音 龍ヶ崎店,14,115,対象：男女,95,18,80,18,ok,ok,ng,ok,ok,ng,ok,ok,ng,ok,ok,ng
スポーツクラブNAS新鎌ヶ谷,0,0,対象：男女,85,23,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
龍の湯,0,4,対象：男女,90,25,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
けんぽプラザ,7,0,対象：男女,95,-,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
上越泉,20,24,対象：男女,99,21,85,20,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ng,ok
笑福の湯,9,11,対象：男女,90,17,?,?,ok,ng,ng,ok,ok,ng,-,-,-,-,-,-
桔梗湯,3,2,対象：男女,95,17,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
千石湯,7,17,対象：男女,88,20,90,18,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
アクアリゾート清里 天女の湯,9,5,対象：男女,92,14,98,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
ラウレアリゾート,2,23,対象：男女,80,18,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
麻生の湯,2,20,対象：男女,88,24,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
半田福祉ふれあいプール,0,1,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,ng,ng
積善館,1,1,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
高砂湯,2,11,対象：男女,90,-,70,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
りんごのゆ 吹上店,3,2,対象：男女,84,18.2,76,18,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
りんごのゆ 日計店,0,1,対象：男女,?,?,68,20,-,-,-,-,-,ng,ng,ng,ng,ok,ng,-
長寿乃湯,0,0,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
里山の湯,10,5,対象：男女,86,16,70,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
飛鳥山温泉,11,7,対象：男女,83,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
岩の湯,9,8,対象：男女,90,20,90,25,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
天然温泉 南部の湯 ドーミーイン本八戸,1,8,対象：男女,100,17,92,18,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
ホテルアンビエント蓼科,2,3,対象：男女,102,16,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
柳湯,3,7,対象：男女,94,19.2,74,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
壽浴場,20,36,対象：男女,90,16,90,17,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
あさひ温泉,9,3,対象：男女,98,21,90,21,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
十和田湖レークビューホテル,1,3,対象：男女,82,18,90,15,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
露天風呂たこ湯,17,50,対象：男女,96,14,94,14,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
延命湯,4,5,対象：男女,-,-,?,?,ng,ng,ng,ok,ng,-,-,-,-,-,-,-
国民宿舎 松琴閣 クアパーク津田,0,1,対象：男女,94,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
龍美温泉,1,1,対象：男女,84,19,?,?,ng,ng,ng,ng,ok,ok,-,-,-,-,-,-
セントラルゴルフクラブNEWコース,0,1,男性専用,94,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
東急スポーツオアシス本駒込店,4,2,対象：男女,90,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
九頭竜温泉 平成の湯,0,3,対象：男女,92,13,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
仁岸湯,17,19,対象：男女,104,23,95,23,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok
アネックスロイヤルホテル,0,11,対象：男女,94,22,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
ホテルサンシャイン,0,1,男性専用,80,23,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
伊勢パールピアホテル,0,4,対象：男女,88,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
扇屋旅館,0,0,男性専用,92,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
洞爺サンパレス リゾート&スパ,11,3,対象：男女,86,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
宝来湯,11,1,対象：男女,60,-,58,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
親松の湯,2,19,対象：男女,90,17,90,23,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
ホテル日生や,0,1,対象：男女,94,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
別府温泉保養ランド,1,3,対象：男女,40,26,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
相模浴場,4,9,対象：男女,98,16,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
福島いこいの村なみえ,1,5,対象：男女,90,21,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
まるは食堂旅館 うめ乃湯,0,2,対象：男女,-,-,85,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
スポーツクラブ ルネサンス 海老名,1,0,対象：男女,88,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,ng
デキマチ温泉,24,20,対象：男女,110,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
中延記念湯,12,15,対象：男女,46,20,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
セントラルウェルネスクラブトレッサ(大倉山),0,1,対象：男女,90,18,90,20,ng,ng,ng,ok,ng,-,ng,ng,ng,ng,ng,-
ニューセントラルホテル,14,13,男性専用,92,18,?,?,ng,ng,ng,ng,ok,ok,-,-,-,-,-,-
砂丘温泉ゆめろん,3,15,対象：男女,85,16,88,17,ok,ng,ng,ok,ok,ok,ok,ng,ng,ok,ok,ok
大正湯,1,2,対象：男女,65,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
ホテル江戸屋,3,1,対象：男女,88,22,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
まごし温泉,7,57,対象：男女,90,21,92,21,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
セントラルフィットネスクラブ溝ノ口,1,5,対象：男女,98,20,90,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
ホテルオアシティ共和,2,4,対象：男女,92,26,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
たから湯,3,1,対象：男女,85,20,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
川辺K温泉,2,2,対象：男女,78,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
ヘルシーパークかわかみ,1,2,対象：男女,91,20,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
八尾温泉 喜多の湯,3,15,対象：男女,85,17,82,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
【閉店】里塚温泉ゆとり,1,1,対象：男女,94,16,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
中村温泉みやびの湯,1,3,対象：男女,80,23.5,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
ふれあいセンター わくわく川辺,0,2,対象：男女,-,-,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
星野リゾート トマム 木林の湯,2,4,対象：男女,90,21,85,21,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
由利の里交流センター ゆりえもん,1,1,対象：男女,80,22,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
はーとぽーと大内 ぽぽろっこ,1,4,対象：男女,80,25,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
下関ステーションホテル,2,11,男性専用,90,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
ホテルナガノアベニュー,0,5,男性専用,98,24,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
湯ートピア小中野,2,5,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
くれたけインプレミアム静岡駅前,1,6,男性専用,85,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
ホテル華乃湯,1,3,対象：男女,90,22,65,22,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
いこい旅館,0,1,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,ng,ng
双葉湯,2,2,対象：男女,98,-,105,16,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
富士の湯,1,3,対象：男女,100,23,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
アパホテル 高松空港,0,0,対象：男女,90,22,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
さくら湯,0,1,対象：男女,90,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
DGI-byen,0,0,対象：男女,85,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,ng
洞爺 湖畔亭,2,2,対象：男女,90,12,-,-,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
幸楽湯,1,5,対象：男女,112,-,90,-,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
ヘルスよしの,30,12,対象：男女,94,26,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
公園の湯,0,2,対象：男女,94,-,94,18,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ok,ok
のはら湯,0,6,対象：男女,-,-,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
庄川清流温泉 越中庄川荘,0,0,対象：男女,88,22,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
海辺の天然温泉 わたり温泉鳥の海,0,1,男性専用,86,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
西武秩父駅前温泉 祭の湯,13,68,対象：男女,85,18,85,14,ng,ok,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
美人の湯 かかみがはら,3,2,対象：男女,85,15,80,16.5,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
天然温泉 ホテルパコ釧路,5,18,対象：男女,80,22,88,15,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
天然温泉 本宮の湯,2,6,対象：男女,90,16.6,90,16.5,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
富士の湯,3,2,対象：男女,50,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
セントラルウェルネスクラブ慶應日吉,1,6,対象：男女,88,18,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
鏡山温泉茶屋 美人の湯,0,1,対象：男女,86,22,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
銭湯ヒメ,2,10,対象：男女,100,20,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
カンデオホテルズ大阪なんば,0,1,対象：男女,90,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
エクシブ湯河原離宮,1,2,対象：男女,90,18,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
船沢温泉,0,2,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
八戸シーガルビューホテル,0,1,対象：男女,95,21,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
足利カントリークラブ多幸コース,0,0,対象：男女,90,17,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
後楽園スポーツクラブ,1,7,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
スポーツクラブNAS高尾,0,54,対象：男女,90,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
熱海後楽園ホテル,0,2,対象：男女,95,20,85,19,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ok,ng
栃木天然温泉 いきいき夢ロマン,12,40,対象：男女,84,15,72,15,ng,ok,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
晩成温泉,14,18,対象：男女,96,16,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
カプセル&サウナ ノーブル,5,6,対象：男女,94,22,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
宮崎リゾート温泉 たまゆらの湯,4,52,対象：男女,94,18,90,19,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
柏倉温泉 太子館,4,1,対象：男女,100,-,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
松葉湯,0,0,対象：男女,60,25,60,25,ng,ng,ng,ng,ng,-,ng,ng,ng,ng,ng,-
曽木の滝温泉センター,0,11,対象：男女,84,23.5,80,23,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
永楽湯,3,6,対象：男女,80,15,82,16,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ng
ファミリーアイランド さくらゆ,7,14,対象：男女,85,19,89,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
ゴールドジム横浜馬車道,1,22,対象：男女,96,18.5,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
温泉センター せせらぎの湯,1,3,対象：男女,90,18,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
慈眼寺温泉,2,8,対象：男女,88,19,?,?,ng,ng,ng,ng,ok,ok,-,-,-,-,-,-
つたの湯,2,6,対象：男女,92,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
東急 ハーヴェストクラブ那須 温泉大浴場 白八汐,0,1,対象：男女,90,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
小松湯,1,8,対象：男女,112,15,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
ジェクサー・フィットネス&スパ大塚,3,66,対象：男女,90,20,-,-,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
菊の湯,4,17,対象：男女,90,18,84,-,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
東京湾カントリークラブ【アコーディア・ゴルフ】,0,2,男性専用,95,26,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
銀水湯,0,3,対象：男女,83,-,83,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
望洋湯,0,2,対象：男女,-,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
星の湯,0,1,対象：男女,85,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
熊野倶楽部 湯浴みぼっこ,0,8,対象：男女,90,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
ホテルモントレ京都 スパ トリニテ,0,2,対象：男女,90,17,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
鶴の湯,0,1,対象：男女,98,-,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
浅間湯,3,8,対象：男女,92,24,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
剣淵温泉レークサイド桜岡,0,2,対象：男女,-,-,88,20,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok
道の駅 おおとう桜街道 さくら館,2,2,対象：男女,85,18,68,19,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
ふるさと交流館なつきの湯,2,2,対象：男女,50,15,96,15,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
庄内温泉筑豊ハイツ,1,1,対象：男女,80,17,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
丸駒温泉旅館,4,4,対象：男女,90,-,90,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
ワイズキャビン横浜関内,18,109,男性専用,94,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
春の湯 武佐店,0,1,対象：男女,60,18,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
(有)春の湯 宮本店,1,1,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
伊東園ホテル 熱海館,0,3,対象：男女,95,-,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
古まき湯,0,1,対象：男女,-,-,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
郷土の森総合体育館,5,2,対象：男女,90,-,?,?,ng,ng,ok,ng,ok,ng,-,-,-,-,-,-
アスティルホテル新大阪,3,7,対象：男女,90,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
スポーツプラザ小郡,0,1,男性専用,80,19,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
ユートランド姫神,3,1,対象：男女,88,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
比咩の湯,2,3,対象：男女,98,21,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
黄金湯,1,1,対象：男女,100,21,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
ホテル大佐渡,0,0,対象：男女,98,-,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
ホテル万長,0,1,対象：男女,80,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
スポーツクラブNAS西葛西,1,3,対象：男女,90,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
福の湯ラドン温泉,1,3,対象：男女,90,-,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
MARUMORI SAUNA,137,41,対象：男女,95,11,85,12,ng,ng,ok,ok,ok,ng,ng,ng,ng,ng,ng,ng
ゴールドジム浦安千葉,0,11,対象：男女,?,?,90,-,-,-,-,-,-,ng,ng,ng,ng,ng,ng,-
名古屋温泉,5,8,対象：男女,90,17,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
フレックス・スポーツクラブ,0,0,対象：男女,85,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
平和温泉,4,18,対象：男女,92,18,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
山田温泉,3,2,対象：男女,95,17,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
瀬戸乃湯,1,5,対象：男女,100,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
永徳温泉,2,4,対象：男女,90,17,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
よつや浴場,3,22,対象：男女,100,22,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
丸瀬布温泉やまびこ,0,1,対象：男女,85,16,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
ホテル モンテ エルマーナ仙台,2,0,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
HOTEL ISOLA,0,0,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,ng,ng
ちどり湯,1,2,対象：男女,80,16,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
アパホテル〈横浜鶴見〉,1,1,男性専用,90,22,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
妹背牛温泉ペペル,0,6,対象：男女,98,18,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
日吉湯,10,32,対象：男女,106,25,100,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
阿見ゴルフクラブ,0,1,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
BIZCOURT CABINすすきの,0,7,男性専用,85,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
ゼクシス上尾,0,9,対象：男女,86,18,88,18,ok,ng,ng,ok,ok,ng,ok,ng,ng,ok,ok,ng
観音湯,0,1,対象：男女,70,-,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
丁字湯,1,2,対象：男女,90,15,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
スポーツクラブNAS北天神,0,0,対象：男女,88,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
かんぽの宿 柳川,1,1,対象：男女,86,24.8,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
土橋温泉,3,4,対象：男女,85,17,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
旭湯,8,7,対象：男女,92,20,86,22,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ok,ng
千成湯,4,6,対象：男女,85,16,90,12,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
玉川キャンプ村,11,43,対象：男女,-,11.6,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
ヘルシーランド福島,1,2,対象：男女,-,-,92,18,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ok
水上温泉 みなかみホテルジュラク,1,2,対象：男女,90,-,90,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
百目鬼温泉,7,13,対象：男女,70,-,80,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ng,ng
曙湯,17,25,対象：男女,95,20,94,21,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
モエレ天然温泉たまゆらの杜,3,13,対象：男女,90,20,85,19,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
松の湯,32,36,対象：男女,52,12,48,25,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
杉の湯,5,8,対象：男女,95,15,98,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
呼続温泉,3,5,対象：男女,95,22,90,-,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
大森湯,4,11,対象：男女,90,22,90,25,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ng
後楽温泉ほのかの湯,0,38,対象：男女,85,13,80,16,ng,ok,ng,ok,ok,ng,ng,ok,ng,ok,ng,ng
功泉湯,0,4,対象：男女,85,28,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
豆坂温泉三峰荘,0,9,対象：男女,89,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
健康ランド みかさの湯,3,4,対象：男女,86,16.8,88,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
摂津温泉,0,2,対象：男女,83,-,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
あけぼの湯,0,1,対象：男女,85,19,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
栄湯,49,29,対象：男女,90,26,90,24,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
錦温泉,5,6,対象：男女,102,16,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
寿恵弘湯 すえひろ湯,0,1,対象：男女,-,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
バーデンハウス,1,3,女性専用,82,20,88,22,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
栄湯,2,1,対象：男女,92,16,92,20,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
余喜温泉,0,1,対象：男女,82,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
ホテルニセコアルペン,0,3,対象：男女,?,?,85,-,-,-,-,-,-,ng,ng,ng,ng,ng,ng,-
臼杵ふれあいの湯,0,3,対象：男女,95,16,-,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
英彦山温泉 しゃくなげ荘,2,3,対象：男女,94,15,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
ジェクサー・フィットネス&スパ 上野,1,39,対象：男女,82,19,-,20,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
サン・オリーブ温泉,2,2,対象：男女,90,14.5,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
セントラルウェルネスクラブときわ台,1,68,対象：男女,82,22,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
休暇村紀州加太,0,0,対象：男女,89,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
